transaction_id,transaction_date,user_id,status,total_amount,payment_method_id
303747,2021-02-13 22:28:30 UTC,20879,Completed,3210000,1
302951,2020-12-26 10:32:53 UTC,20903,Completed,2175000,1
202122,2020-04-13 19:29:52 UTC,20920,Completed,2655000,1
202972,2020-09-07 20:36:00 UTC,20757,Completed,660000,1
304413,2021-05-10 12:17:50 UTC,20575,Completed,660000,1
307203,2021-12-20 12:34:51 UTC,20796,Completed,660000,1
307237,2021-12-26 20:39:38 UTC,10521,Completed,660000,1
202486,2020-06-28 09:49:02 UTC,20921,Completed,1780000,1
201696,2020-04-11 19:26:38 UTC,10253,Completed,340000,1
201729,2020-05-02 14:03:44 UTC,10205,Completed,340000,1
308098,2021-02-16 19:34:49 UTC,10488,Cancelled,1460000,1
202665,2020-09-07 22:35:37 UTC,10006,Completed,20000,1
202712,2020-09-30 19:59:46 UTC,20342,Completed,20000,1
305333,2021-09-06 08:30:57 UTC,20168,Completed,20000,1
305373,2021-09-19 12:51:32 UTC,10189,Completed,20000,1
306488,2021-10-04 07:26:57 UTC,10103,Completed,20000,1
308418,2021-10-08 19:33:45 UTC,10154,Cancelled,20000,1
306543,2021-10-18 08:46:36 UTC,20009,Completed,20000,1
306552,2021-10-19 10:07:21 UTC,10301,Completed,20000,1
306626,2021-11-09 17:52:56 UTC,20345,Completed,20000,1
306667,2021-11-19 19:41:42 UTC,20145,Completed,20000,1
304956,2021-06-03 09:47:03 UTC,10695,Completed,1140000,1
307292,2021-10-06 13:34:48 UTC,20970,Completed,1140000,1
201574,2020-03-08 16:29:59 UTC,20910,Completed,2260000,1
201460,2020-02-11 21:21:47 UTC,20905,Completed,3252000,1
301374,2020-12-23 21:21:54 UTC,20456,Completed,500000,1
201480,2020-02-17 12:10:44 UTC,10677,Completed,3060000,1
302136,2020-10-13 17:55:36 UTC,20986,Completed,3060000,1
301995,2020-10-01 16:08:34 UTC,20993,Completed,2740000,1
302346,2020-11-02 17:26:00 UTC,20989,Completed,2740000,1
203221,2020-07-22 08:40:10 UTC,10577,Completed,1300000,1
301541,2020-10-19 17:31:13 UTC,10481,Completed,1300000,1
306241,2021-09-01 13:10:05 UTC,10643,Completed,1300000,1
307260,2021-10-01 20:19:07 UTC,20854,Completed,1300000,1
202180,2020-04-24 15:01:44 UTC,20924,Completed,2292000,1
202142,2020-04-17 08:24:34 UTC,10679,Completed,2575400,1
302397,2020-11-08 19:11:00 UTC,20895,Completed,2575400,1
304041,2021-04-11 20:36:32 UTC,20372,Completed,425000,1
307860,2020-11-27 12:29:38 UTC,20292,Cancelled,105000,1
303074,2021-02-02 14:21:31 UTC,10341,Completed,105000,1
301694,2020-11-16 22:39:51 UTC,10497,Completed,1225000,1
202189,2020-04-26 10:45:07 UTC,20946,Completed,2430000,1
202362,2020-06-02 06:20:02 UTC,20921,Completed,2430000,1
203705,2020-09-26 06:37:46 UTC,20842,Completed,990000,1
304944,2021-06-01 07:16:55 UTC,20989,Completed,990000,1
202340,2020-05-27 16:55:01 UTC,10646,Completed,3550000,1
201514,2020-02-25 16:32:48 UTC,20999,Completed,2110000,1
303525,2021-01-06 08:15:48 UTC,20976,Completed,2110000,1
201013,2020-01-13 17:42:04 UTC,10255,Completed,350000,1
301294,2020-12-04 20:37:27 UTC,20081,Completed,350000,1
202017,2020-06-20 08:44:34 UTC,20840,Completed,1470000,1
202039,2020-06-29 06:16:37 UTC,10392,Completed,1470000,1
301524,2020-10-17 17:53:56 UTC,10434,Completed,1470000,1
304653,2021-04-10 18:07:41 UTC,10617,Completed,1470000,1
202519,2020-07-08 10:50:56 UTC,10116,Completed,30000,1
305188,2021-07-18 08:43:46 UTC,10005,Completed,30000,1
305228,2021-07-28 07:52:59 UTC,10168,Completed,30000,1
305235,2021-07-29 07:12:49 UTC,20027,Completed,30000,1
306817,2021-12-27 10:11:41 UTC,20534,Completed,30000,1
201537,2020-02-28 19:18:47 UTC,20868,Completed,2590000,1
201332,2020-01-08 19:54:10 UTC,10673,Completed,1950000,1
303599,2021-01-18 15:41:53 UTC,10626,Completed,3070000,1
303757,2021-02-15 20:05:51 UTC,20986,Completed,2750000,1
203264,2020-07-26 07:43:28 UTC,20858,Completed,1310000,1
203528,2020-08-30 15:00:16 UTC,20847,Completed,1310000,1
203693,2020-09-23 13:10:15 UTC,20868,Completed,1310000,1
304707,2021-04-20 16:58:55 UTC,20843,Completed,1310000,1
307413,2021-10-25 22:02:04 UTC,10616,Completed,1310000,1
307804,2021-12-29 12:29:48 UTC,10609,Completed,1310000,1
201795,2020-06-23 11:31:13 UTC,10299,Completed,275000,1
303120,2021-02-22 19:52:11 UTC,10047,Completed,275000,1
201375,2020-01-21 16:29:19 UTC,10598,Completed,2195000,1
201659,2020-03-23 15:36:05 UTC,10656,Completed,2195000,1
304211,2021-06-11 10:35:18 UTC,10348,Completed,115000,1
303270,2021-01-20 10:12:35 UTC,20790,Completed,1235000,1
303380,2021-02-23 09:39:50 UTC,20685,Completed,1235000,1
303942,2021-03-18 13:59:49 UTC,20879,Completed,2355000,1
201711,2020-04-18 18:14:59 UTC,10014,Completed,200000,1
301162,2020-11-05 19:29:56 UTC,10354,Completed,200000,1
301400,2020-12-27 22:48:26 UTC,10342,Completed,200000,1
303129,2021-02-24 12:10:51 UTC,20100,Completed,200000,1
304228,2021-06-19 16:11:22 UTC,20211,Completed,200000,1
305170,2021-07-14 09:40:16 UTC,20018,Completed,200000,1
305369,2021-09-18 12:33:44 UTC,10317,Completed,200000,1
306489,2021-10-04 08:34:04 UTC,20323,Completed,200000,1
302664,2020-12-01 08:23:07 UTC,10644,Completed,2760000,1
202038,2020-06-28 22:44:10 UTC,10423,Completed,1320000,1
203270,2020-07-26 22:37:38 UTC,10583,Completed,1320000,1
307900,2020-10-16 15:37:56 UTC,20786,Cancelled,1320000,1
301864,2020-12-13 17:46:50 UTC,20685,Completed,1320000,1
301961,2020-12-26 19:55:53 UTC,20729,Completed,1320000,1
308199,2021-04-10 20:10:07 UTC,10461,Cancelled,1320000,1
308388,2021-08-09 16:38:15 UTC,10576,Cancelled,1320000,1
306342,2021-09-13 22:17:00 UTC,20915,Completed,1320000,1
307383,2021-10-21 08:58:16 UTC,10561,Completed,1320000,1
307613,2021-11-26 13:21:57 UTC,20916,Completed,1320000,1
203818,2020-05-13 19:37:39 UTC,20866,Cancelled,2440000,1
202329,2020-05-25 17:01:13 UTC,20994,Completed,2440000,1
201385,2020-01-24 13:47:53 UTC,10629,Completed,3560000,1
202403,2020-06-09 17:50:07 UTC,20847,Completed,2920000,1
308417,2021-10-04 14:57:15 UTC,20102,Cancelled,40000,1
306510,2021-10-09 08:51:53 UTC,10065,Completed,40000,1
308444,2021-11-23 08:45:06 UTC,10029,Cancelled,40000,1
302673,2020-12-02 14:54:53 UTC,10611,Completed,2536000,1
202381,2020-06-05 22:10:38 UTC,10597,Completed,2280000,1
202052,2020-04-02 07:08:19 UTC,20881,Completed,3400000,1
203686,2020-09-22 17:07:07 UTC,10576,Completed,3400000,1
303175,2021-03-12 08:45:05 UTC,10296,Completed,285000,1
301381,2020-12-25 22:39:33 UTC,20384,Completed,125000,1
301412,2020-12-30 14:44:17 UTC,10209,Completed,125000,1
201450,2020-02-09 21:02:47 UTC,20944,Completed,3090000,1
201903,2020-05-05 17:50:28 UTC,10540,Completed,1650000,1
303450,2021-03-15 18:50:47 UTC,20830,Completed,1650000,1
202237,2020-05-05 21:58:35 UTC,10575,Completed,2770000,1
201949,2020-05-24 21:35:55 UTC,10467,Completed,1330000,1
303484,2021-03-25 15:34:24 UTC,20662,Completed,1330000,1
203183,2020-07-16 21:46:31 UTC,20864,Completed,1010000,1
203503,2020-08-28 06:20:41 UTC,10569,Completed,1010000,1
305030,2021-06-14 11:16:44 UTC,20993,Completed,1010000,1
305851,2021-07-12 08:11:11 UTC,20894,Completed,1010000,1
307735,2021-12-20 11:52:38 UTC,10660,Completed,1010000,1
202199,2020-04-27 20:48:45 UTC,20972,Completed,3570000,1
303732,2021-02-12 09:26:17 UTC,20861,Completed,2130000,1
202784,2020-07-19 18:49:28 UTC,10421,Completed,690000,1
202971,2020-09-07 18:19:54 UTC,20568,Completed,690000,1
304276,2021-04-04 17:00:28 UTC,20549,Completed,690000,1
304337,2021-04-22 13:04:20 UTC,10377,Completed,690000,1
304469,2021-05-22 11:48:39 UTC,20662,Completed,690000,1
304557,2021-06-18 09:16:01 UTC,10535,Completed,690000,1
308363,2021-09-07 18:39:56 UTC,20805,Cancelled,690000,1
306851,2021-10-05 06:48:37 UTC,10489,Completed,690000,1
306921,2021-10-18 21:35:17 UTC,20543,Completed,690000,1
307095,2021-11-23 19:27:25 UTC,10465,Completed,690000,1
201346,2020-01-11 20:11:16 UTC,10662,Completed,2930000,1
201119,2020-01-05 22:49:11 UTC,20762,Completed,1490000,1
201889,2020-05-01 12:06:48 UTC,20798,Completed,1490000,1
202528,2020-07-12 13:23:39 UTC,20231,Completed,50000,1
202531,2020-07-13 09:00:08 UTC,10260,Completed,50000,1
202648,2020-09-01 13:16:23 UTC,20341,Completed,50000,1
202652,2020-09-02 06:45:16 UTC,10038,Completed,50000,1
202701,2020-09-25 21:55:07 UTC,20261,Completed,50000,1
304257,2021-06-30 22:26:04 UTC,20031,Completed,50000,1
305186,2021-07-17 15:07:13 UTC,20270,Completed,50000,1
305190,2021-07-18 18:29:29 UTC,20045,Completed,50000,1
305237,2021-07-29 11:31:33 UTC,10306,Completed,50000,1
305241,2021-07-30 08:09:33 UTC,10294,Completed,50000,1
305274,2021-08-14 19:10:57 UTC,10009,Completed,50000,1
306696,2021-11-27 14:57:57 UTC,10209,Completed,50000,1
306753,2021-12-11 14:45:31 UTC,20498,Completed,50000,1
306787,2021-12-19 16:38:12 UTC,20155,Completed,50000,1
202238,2020-05-06 11:00:56 UTC,20921,Completed,3986000,1
201347,2020-01-12 10:15:33 UTC,20941,Completed,2610000,1
302170,2020-10-17 09:51:44 UTC,20849,Completed,2610000,1
201422,2020-02-04 22:25:10 UTC,10647,Completed,2290000,1
302594,2020-11-24 13:51:45 UTC,20950,Completed,2226000,1
202813,2020-07-25 15:12:35 UTC,20785,Completed,850000,1
307114,2021-11-27 09:10:57 UTC,20811,Completed,850000,1
201682,2020-04-01 20:41:43 UTC,10268,Completed,135000,1
308120,2021-01-09 22:00:33 UTC,20999,Cancelled,1895000,1
202489,2020-06-28 12:19:08 UTC,10632,Completed,3740000,1
203801,2020-06-16 11:21:48 UTC,20746,Cancelled,2300000,1
307983,2020-10-05 16:21:17 UTC,20920,Cancelled,2300000,1
202467,2020-06-23 08:28:56 UTC,20965,Completed,3100000,1
203273,2020-07-27 09:48:43 UTC,20853,Completed,1660000,1
306169,2021-08-22 16:04:11 UTC,20890,Completed,1660000,1
306428,2021-09-25 17:45:27 UTC,20992,Completed,1660000,1
301067,2020-10-15 12:31:39 UTC,20120,Completed,220000,1
203096,2020-07-04 10:33:11 UTC,20856,Completed,1340000,1
203126,2020-07-08 16:26:20 UTC,20845,Completed,1340000,1
203702,2020-09-25 13:59:00 UTC,10561,Completed,1340000,1
304632,2021-04-07 06:04:55 UTC,20900,Completed,1340000,1
304861,2021-05-17 10:17:09 UTC,20894,Completed,1340000,1
305982,2021-07-30 21:52:16 UTC,20897,Completed,1340000,1
307431,2021-10-29 14:19:24 UTC,20983,Completed,1340000,1
307580,2021-11-20 20:51:29 UTC,20911,Completed,1340000,1
201561,2020-03-06 06:44:23 UTC,20851,Completed,2460000,1
201636,2020-03-19 14:01:04 UTC,10563,Completed,2460000,1
303959,2021-03-21 13:47:57 UTC,10587,Completed,2460000,1
203588,2020-09-09 16:06:57 UTC,10595,Completed,1020000,1
304823,2021-05-11 08:59:33 UTC,20979,Completed,1020000,1
304921,2021-05-28 07:20:09 UTC,20954,Completed,1020000,1
306324,2021-09-11 17:58:48 UTC,20879,Completed,1020000,1
307538,2021-11-15 08:55:58 UTC,21000,Completed,2140000,1
201551,2020-03-03 15:52:40 UTC,10657,Completed,3260000,1
202171,2020-04-22 22:04:14 UTC,20919,Completed,3260000,1
302233,2020-10-22 10:52:41 UTC,10593,Completed,2940000,1
201877,2020-04-28 06:05:54 UTC,10449,Completed,1500000,1
301908,2020-12-18 17:52:29 UTC,10482,Completed,1500000,1
201039,2020-02-01 17:30:34 UTC,20188,Completed,60000,1
304088,2021-04-28 19:23:35 UTC,10163,Completed,60000,1
305233,2021-07-28 14:15:32 UTC,20227,Completed,60000,1
305366,2021-09-17 09:56:00 UTC,10200,Completed,60000,1
306611,2021-11-04 17:25:32 UTC,10289,Completed,60000,1
306701,2021-11-28 10:50:57 UTC,10344,Completed,60000,1
201381,2020-01-23 16:39:14 UTC,20845,Completed,2620000,1
302980,2020-12-27 22:59:54 UTC,20898,Completed,1905000,1
202120,2020-04-13 17:18:24 UTC,20862,Completed,3633000,1
201981,2020-06-06 14:22:49 UTC,20794,Completed,2065000,1
203017,2020-09-17 10:22:00 UTC,20752,Completed,625000,1
304487,2021-05-28 11:52:39 UTC,10403,Completed,625000,1
305736,2021-09-22 12:31:08 UTC,20660,Completed,625000,1
307143,2021-12-04 22:48:55 UTC,20827,Completed,625000,1
307921,2020-11-01 09:47:08 UTC,10511,Cancelled,1425000,1
308106,2021-03-01 17:27:14 UTC,20832,Cancelled,1425000,1
203640,2020-09-16 07:13:58 UTC,20870,Completed,1510000,1
304139,2021-05-17 20:27:30 UTC,20334,Completed,70000,1
304794,2021-05-06 20:14:37 UTC,20967,Completed,1190000,1
306418,2021-09-24 12:05:43 UTC,20904,Completed,1190000,1
307276,2021-10-04 11:51:17 UTC,20989,Completed,1190000,1
307409,2021-10-25 08:01:08 UTC,10682,Completed,1190000,1
202014,2020-06-19 08:23:47 UTC,10500,Completed,2310000,1
302519,2020-11-18 15:15:01 UTC,20905,Completed,2310000,1
202785,2020-07-19 20:51:16 UTC,10520,Completed,870000,1
201601,2020-03-12 21:07:17 UTC,10642,Completed,1990000,1
203781,2020-04-03 08:02:37 UTC,10371,Cancelled,1990000,1
201403,2020-01-27 21:36:23 UTC,20943,Completed,3110000,1
302882,2020-12-20 19:04:34 UTC,20982,Completed,3110000,1
201281,2020-03-26 12:54:47 UTC,10404,Completed,1670000,1
301945,2020-12-25 10:15:46 UTC,20822,Completed,1670000,1
303324,2021-02-09 13:57:52 UTC,20663,Completed,1670000,1
302106,2020-10-11 12:53:27 UTC,20992,Completed,2790000,1
303723,2021-02-09 22:49:45 UTC,10607,Completed,2726000,1
201220,2020-02-22 17:30:03 UTC,20600,Completed,1350000,1
301897,2020-12-17 19:02:40 UTC,20774,Completed,1350000,1
303385,2021-02-25 16:45:44 UTC,10361,Completed,1350000,1
202067,2020-04-04 19:58:46 UTC,10691,Completed,4390000,1
303697,2021-02-05 14:50:40 UTC,20876,Completed,2395000,1
201705,2020-04-17 08:19:36 UTC,10033,Completed,315000,1
304865,2021-05-17 14:41:38 UTC,10591,Completed,1840000,1
307824,2020-10-18 13:45:13 UTC,20209,Cancelled,400000,1
303078,2021-02-03 15:36:55 UTC,20385,Completed,400000,1
304165,2021-05-25 12:14:44 UTC,20173,Completed,400000,1
201420,2020-02-04 19:42:56 UTC,20847,Completed,2960000,1
302862,2020-12-19 19:20:24 UTC,20908,Completed,2960000,1
203805,2020-06-20 18:03:09 UTC,10424,Cancelled,1520000,1
301697,2020-11-18 08:39:44 UTC,10385,Completed,1520000,1
301759,2020-11-28 10:16:16 UTC,20648,Completed,1520000,1
301980,2020-12-30 10:26:34 UTC,10441,Completed,1520000,1
303252,2021-01-14 10:28:31 UTC,10400,Completed,1520000,1
303407,2021-03-03 16:32:31 UTC,20623,Completed,1520000,1
201025,2020-01-19 20:49:33 UTC,10081,Completed,80000,1
201735,2020-05-09 19:22:35 UTC,10302,Completed,80000,1
303187,2021-03-18 10:01:14 UTC,20132,Completed,80000,1
303204,2021-03-24 10:45:55 UTC,20077,Completed,80000,1
302669,2020-12-01 20:09:40 UTC,20889,Completed,2640000,1
303943,2021-03-18 14:37:27 UTC,20871,Completed,2640000,1
201825,2020-04-08 06:10:10 UTC,20595,Completed,1200000,1
203783,2020-04-08 15:21:37 UTC,10367,Cancelled,1200000,1
203494,2020-08-26 16:16:05 UTC,20843,Completed,1200000,1
203031,2020-09-20 10:48:52 UTC,20557,Completed,1200000,1
203690,2020-09-23 06:53:21 UTC,20849,Completed,1200000,1
307926,2020-11-08 07:58:57 UTC,20729,Cancelled,1200000,1
304673,2021-04-13 16:53:14 UTC,20976,Completed,1200000,1
306298,2021-09-07 13:07:42 UTC,20966,Completed,1200000,1
306980,2021-11-01 10:31:24 UTC,10419,Completed,1200000,1
202361,2020-06-02 06:11:23 UTC,20900,Completed,3760000,1
201186,2020-02-06 19:17:07 UTC,20792,Completed,2320000,1
202136,2020-04-16 08:21:41 UTC,20845,Completed,2000000,1
302304,2020-10-28 17:26:07 UTC,10620,Completed,2000000,1
201412,2020-02-03 09:52:43 UTC,10696,Completed,1936000,1
306102,2021-08-14 17:19:32 UTC,20999,Completed,3120000,1
306136,2021-08-18 20:00:41 UTC,20901,Completed,1360000,1
306390,2021-09-20 13:49:32 UTC,20879,Completed,1360000,1
203113,2020-07-06 07:30:25 UTC,10569,Completed,976000,1
308269,2021-05-10 16:28:11 UTC,20883,Cancelled,976000,1
307630,2021-11-30 14:47:28 UTC,20918,Completed,976000,1
202380,2020-06-05 19:44:16 UTC,10645,Completed,2160000,1
202730,2020-07-04 17:09:26 UTC,10524,Completed,720000,1
202855,2020-08-08 13:27:35 UTC,10555,Completed,720000,1
202860,2020-08-09 07:28:29 UTC,20730,Completed,720000,1
202985,2020-09-10 18:15:48 UTC,20667,Completed,720000,1
203000,2020-09-13 20:00:47 UTC,20588,Completed,720000,1
203051,2020-09-24 16:34:19 UTC,10406,Completed,720000,1
203058,2020-09-27 07:13:01 UTC,10443,Completed,720000,1
304329,2021-04-20 07:01:12 UTC,10373,Completed,720000,1
304349,2021-04-24 22:54:21 UTC,20582,Completed,720000,1
304360,2021-04-29 06:56:07 UTC,20833,Completed,720000,1
304371,2021-05-02 06:04:47 UTC,10515,Completed,720000,1
304424,2021-05-12 15:43:18 UTC,10411,Completed,720000,1
304561,2021-06-19 13:50:10 UTC,20756,Completed,720000,1
304597,2021-06-28 21:45:15 UTC,10395,Completed,720000,1
305495,2021-07-23 06:22:37 UTC,10366,Completed,720000,1
305560,2021-08-09 22:07:00 UTC,20759,Completed,720000,1
305703,2021-09-14 14:56:40 UTC,10446,Completed,720000,1
306847,2021-10-04 15:36:50 UTC,20571,Completed,720000,1
306854,2021-10-05 07:31:12 UTC,20840,Completed,720000,1
306950,2021-10-23 22:18:11 UTC,10498,Completed,720000,1
307176,2021-12-14 14:49:47 UTC,10380,Completed,720000,1
307189,2021-12-17 18:09:23 UTC,20659,Completed,720000,1
308529,2021-12-20 09:12:03 UTC,10542,Cancelled,720000,1
307207,2021-12-21 06:25:49 UTC,20582,Completed,720000,1
202073,2020-04-05 12:45:22 UTC,10641,Completed,2315400,1
201337,2020-01-09 19:47:23 UTC,20966,Completed,2795400,1
201888,2020-04-30 18:52:14 UTC,10543,Completed,2170000,1
201925,2020-05-13 20:27:42 UTC,10496,Completed,2170000,1
307178,2021-12-15 13:02:22 UTC,20752,Completed,730000,1
202021,2020-06-22 21:38:02 UTC,20733,Completed,1530000,1
203831,2020-07-01 11:41:48 UTC,10442,Cancelled,1530000,1
201763,2020-06-01 14:46:05 UTC,20477,Completed,90000,1
202066,2020-04-04 18:07:01 UTC,10661,Completed,2650000,1
201180,2020-02-05 13:23:54 UTC,10380,Completed,1210000,1
202012,2020-06-18 09:55:18 UTC,10450,Completed,1210000,1
301950,2020-12-25 18:57:04 UTC,10476,Completed,1210000,1
301968,2020-12-28 16:39:22 UTC,20568,Completed,1210000,1
202472,2020-06-23 20:06:21 UTC,20940,Completed,2010000,1
201398,2020-01-27 08:17:59 UTC,20977,Completed,1818000,1
301111,2020-10-25 08:28:03 UTC,20360,Completed,250000,1
202004,2020-06-14 13:54:09 UTC,20686,Completed,1370000,1
301884,2020-12-16 18:59:21 UTC,20632,Completed,1370000,1
303332,2021-02-12 19:38:07 UTC,10431,Completed,1370000,1
202670,2020-09-11 12:15:57 UTC,20256,Completed,15000,1
202688,2020-09-19 21:18:30 UTC,10331,Completed,15000,1
308313,2021-09-10 09:40:15 UTC,10283,Cancelled,15000,1
306644,2021-11-15 06:35:33 UTC,10227,Completed,15000,1
201344,2020-01-11 07:21:28 UTC,20943,Completed,2645400,1
201449,2020-02-09 18:44:32 UTC,10658,Completed,2645400,1
202295,2020-05-20 08:41:19 UTC,10642,Completed,2645400,1
203492,2020-08-26 08:46:10 UTC,20865,Completed,1743000,1
203596,2020-09-10 08:50:59 UTC,10572,Completed,1743000,1
203664,2020-09-19 16:04:02 UTC,10593,Completed,1743000,1
308547,2021-10-09 09:31:35 UTC,10598,Cancelled,1743000,1
307391,2021-10-22 07:44:38 UTC,20903,Completed,1743000,1
304114,2021-05-08 16:42:38 UTC,10282,Completed,175000,1
201158,2020-01-21 22:39:28 UTC,20590,Completed,1380000,1
