transaction_item_id,transaction_id,product_id,qty
3012442,301244,10001,1
3012972,301297,10001,1
3013142,301314,10001,1
3013332,301333,10001,1
3013552,301355,10001,1
3013872,301387,10001,1
3013962,301396,10001,1
3014132,301413,10001,1
3030562,303056,10001,1
3030762,303076,10001,1
3030812,303081,10001,1
3031082,303108,10001,1
3031172,303117,10001,1
3031292,303129,10001,1
3031862,303186,10001,1
3040362,304036,10001,1
3040702,304070,10001,1
3040772,304077,10001,1
3040802,304080,10001,1
3041142,304114,10001,1
3041302,304130,10001,1
3041312,304131,10001,1
3041712,304171,10001,1
3041742,304174,10001,1
3042022,304202,10001,1
3042062,304206,10001,1
3042112,304211,10001,1
3042292,304229,10001,1
3078522,307852,10001,1
3078772,307877,10001,1
3080622,308062,10001,1
3080632,308063,10001,1
3080802,308080,10001,1
3081622,308162,10001,1
3081642,308164,10001,1
3081672,308167,10001,1
2010321,201032,10002,1
2010551,201055,10002,1
2010571,201057,10002,1
2010611,201061,10002,1
2010931,201093,10002,1
2011051,201105,10002,1
2011071,201107,10002,1
2016971,201697,10002,1
2017281,201728,10002,1
2017611,201761,10002,1
2017811,201781,10002,1
2025161,202516,10002,1
2025541,202554,10002,1
2025681,202568,10002,1
2025701,202570,10002,1
2025761,202576,10002,1
2025921,202592,10002,1
2025941,202594,10002,1
2026351,202635,10002,1
2026621,202662,10002,1
2026781,202678,10002,1
2026831,202683,10002,1
2010332,201033,10002,1
2010732,201073,10002,1
2010932,201093,10002,1
2011062,201106,10002,1
2016842,201684,10002,1
2016852,201685,10002,1
2017062,201706,10002,1
2017752,201775,10002,1
2017942,201794,10002,1
2017952,201795,10002,1
3010111,301011,10002,1
3010621,301062,10002,1
3010731,301073,10002,1
3010861,301086,10002,1
3011111,301111,10002,1
3011811,301181,10002,1
3011931,301193,10002,1
3012511,301251,10002,1
3012601,301260,10002,1
3012681,301268,10002,1
3013001,301300,10002,1
3013071,301307,10002,1
3013121,301312,10002,1
3013211,301321,10002,1
3013291,301329,10002,1
3013481,301348,10002,1
3030221,303022,10002,1
3030291,303029,10002,1
3030301,303030,10002,1
3030481,303048,10002,1
3030631,303063,10002,1
3030871,303087,10002,1
3031091,303109,10002,1
3031481,303148,10002,1
3031831,303183,10002,1
3032001,303200,10002,1
3040191,304019,10002,1
3040291,304029,10002,1
3040381,304038,10002,1
3040961,304096,10002,1
3041021,304102,10002,1
3041121,304112,10002,1
3041351,304135,10002,1
3041431,304143,10002,1
3041691,304169,10002,1
3041981,304198,10002,1
3042171,304217,10002,1
3051261,305126,10002,1
3051411,305141,10002,1
3051431,305143,10002,1
3051471,305147,10002,1
3051631,305163,10002,1
3052201,305220,10002,1
3052401,305240,10002,1
3053521,305352,10002,1
3053551,305355,10002,1
3053701,305370,10002,1
3053801,305380,10002,1
3064891,306489,10002,1
3065371,306537,10002,1
3065421,306542,10002,1
3065461,306546,10002,1
3065671,306567,10002,1
3066091,306609,10002,1
3066191,306619,10002,1
3066251,306625,10002,1
3066381,306638,10002,1
3066481,306648,10002,1
3066901,306690,10002,1
3066921,306692,10002,1
3066971,306697,10002,1
3067491,306749,10002,1
3067511,306751,10002,1
3067651,306765,10002,1
3067991,306799,10002,1
3068271,306827,10002,1
3078421,307842,10002,1
3078431,307843,10002,1
3078651,307865,10002,1
3080651,308065,10002,1
3081681,308168,10002,1
3084431,308443,10002,1
3010542,301054,10002,1
3010582,301058,10002,1
3011962,301196,10002,1
3012372,301237,10002,1
3012672,301267,10002,1
3012742,301274,10002,1
3012772,301277,10002,1
3012862,301286,10002,1
3012982,301298,10002,1
3013442,301344,10002,1
3013582,301358,10002,1
3013722,301372,10002,1
3013792,301379,10002,1
3013992,301399,10002,1
3030212,303021,10002,1
3030602,303060,10002,1
3030842,303084,10002,1
3031122,303112,10002,1
3031332,303133,10002,1
3032092,303209,10002,1
3032102,303210,10002,1
3040222,304022,10002,1
3040282,304028,10002,1
3040332,304033,10002,1
3040662,304066,10002,1
3040932,304093,10002,1
3041002,304100,10002,1
3041012,304101,10002,1
3041072,304107,10002,1
3041192,304119,10002,1
3041292,304129,10002,1
3042192,304219,10002,1
3078132,307813,10002,1
3078152,307815,10002,1
3078312,307831,10002,1
3078342,307834,10002,1
3078572,307857,10002,1
3078732,307873,10002,1
3078822,307882,10002,1
3081802,308180,10002,1
3081822,308182,10002,1
2010151,201015,10003,1
2010331,201033,10003,1
2016981,201698,10003,1
2017211,201721,10003,1
2017361,201736,10003,1
2017501,201750,10003,1
2017531,201753,10003,1
2017651,201765,10003,1
2017741,201774,10003,1
2025251,202525,10003,1
2025431,202543,10003,1
2025871,202587,10003,1
2026231,202623,10003,1
2026761,202676,10003,1
2010162,201016,10003,1
2010402,201040,10003,1
2010812,201081,10003,1
2017282,201728,10003,1
2017592,201759,10003,1
2017652,201765,10003,1
2017872,201787,10003,1
2018002,201800,10003,1
2018032,201803,10003,1
3010451,301045,10003,1
3010591,301059,10003,1
3011471,301147,10003,1
3011611,301161,10003,1
3011781,301178,10003,1
3012181,301218,10003,1
3012221,301222,10003,1
3012261,301226,10003,1
3012531,301253,10003,1
3012591,301259,10003,1
3012731,301273,10003,1
3012901,301290,10003,1
3012991,301299,10003,1
3013801,301380,10003,1
3030441,303044,10003,1
3030641,303064,10003,1
3040591,304059,10003,1
3040601,304060,10003,1
3040631,304063,10003,1
3040801,304080,10003,1
3051611,305161,10003,1
3051701,305170,10003,1
3053691,305369,10003,1
3064801,306480,10003,1
3065161,306516,10003,1
3065291,306529,10003,1
3065381,306538,10003,1
3065411,306541,10003,1
3065711,306571,10003,1
3065791,306579,10003,1
3065841,306584,10003,1
3065931,306593,10003,1
3065981,306598,10003,1
3066011,306601,10003,1
3066721,306672,10003,1
3066781,306678,10003,1
3067161,306716,10003,1
3067201,306720,10003,1
3067231,306723,10003,1
3067371,306737,10003,1
3067551,306755,10003,1
3067581,306758,10003,1
3067731,306773,10003,1
3067781,306778,10003,1
3067851,306785,10003,1
3078671,307867,10003,1
3080521,308052,10003,1
3081741,308174,10003,1
3083071,308307,10003,1
3083151,308315,10003,1
3083171,308317,10003,1
3010282,301028,10003,1
3010672,301067,10003,1
3011102,301110,10003,1
3011582,301158,10003,1
3011872,301187,10003,1
3012032,301203,10003,1
3012832,301283,10003,1
3013102,301310,10003,1
3013742,301374,10003,1
3013752,301375,10003,1
3014042,301404,10003,1
3030232,303023,10003,1
3030802,303080,10003,1
3030862,303086,10003,1
3030982,303098,10003,1
3031092,303109,10003,1
3031202,303120,10003,1
3031522,303152,10003,1
3031702,303170,10003,1
3031822,303182,10003,1
3040132,304013,10003,1
3040162,304016,10003,1
3040202,304020,10003,1
3040272,304027,10003,1
3040312,304031,10003,1
3040512,304051,10003,1
3041092,304109,10003,1
3041122,304112,10003,1
3078142,307814,10003,1
3078262,307826,10003,1
3078402,307840,10003,1
3078672,307867,10003,1
2010351,201035,10004,1
2010491,201049,10004,1
2010771,201077,10004,1
2017081,201708,10004,1
2017571,201757,10004,1
2017681,201768,10004,1
2017711,201771,10004,1
2017891,201789,10004,1
2017921,201792,10004,1
2018091,201809,10004,1
2025411,202541,10004,1
2025491,202549,10004,1
2026121,202612,10004,1
2026181,202618,10004,1
2026321,202632,10004,1
2026501,202650,10004,1
2026981,202698,10004,1
2027111,202711,10004,1
2010922,201092,10004,1
2016872,201687,10004,1
2017612,201761,10004,1
2017822,201782,10004,1
3010101,301010,10004,1
3010691,301069,10004,1
3010871,301087,10004,1
3010921,301092,10004,1
3011161,301116,10004,1
3011381,301138,10004,1
3011791,301179,10004,1
3011841,301184,10004,1
3012151,301215,10004,1
3012451,301245,10004,1
3012461,301246,10004,1
3012811,301281,10004,1
3012821,301282,10004,1
3012831,301283,10004,1
3013061,301306,10004,1
3013131,301313,10004,1
3013261,301326,10004,1
3013411,301341,10004,1
3013711,301371,10004,1
3013771,301377,10004,1
3013831,301383,10004,1
3013851,301385,10004,1
3030161,303016,10004,1
3030281,303028,10004,1
3030891,303089,10004,1
3031541,303154,10004,1
3031701,303170,10004,1
3031751,303175,10004,1
3040121,304012,10004,1
3041171,304117,10004,1
3042071,304207,10004,1
3052601,305260,10004,1
3052861,305286,10004,1
3053221,305322,10004,1
3064781,306478,10004,1
3065061,306506,10004,1
3065681,306568,10004,1
3065721,306572,10004,1
3065901,306590,10004,1
3066451,306645,10004,1
3066491,306649,10004,1
3066551,306655,10004,1
3066851,306685,10004,1
3067021,306702,10004,1
3067041,306704,10004,1
3067311,306731,10004,1
3067481,306748,10004,1
3067561,306756,10004,1
3067591,306759,10004,1
3067981,306798,10004,1
3068181,306818,10004,1
3078251,307825,10004,1
3078501,307850,10004,1
3078611,307861,10004,1
3080671,308067,10004,1
3081641,308164,10004,1
3081881,308188,10004,1
3083121,308312,10004,1
3083191,308319,10004,1
3083231,308323,10004,1
3084161,308416,10004,1
3084191,308419,10004,1
3084531,308453,10004,1
3084551,308455,10004,1
3010032,301003,10004,1
3010082,301008,10004,1
3010162,301016,10004,1
3010712,301071,10004,1
3010962,301096,10004,1
3011292,301129,10004,1
3011922,301192,10004,1
3011972,301197,10004,1
3012012,301201,10004,1
3012472,301247,10004,1
3012582,301258,10004,1
3012842,301284,10004,1
3013042,301304,10004,1
3013072,301307,10004,1
3013172,301317,10004,1
3013542,301354,10004,1
3013592,301359,10004,1
3030132,303013,10004,1
3030302,303030,10004,1
3030422,303042,10004,1
3030442,303044,10004,1
3031002,303100,10004,1
3031472,303147,10004,1
3031922,303192,10004,1
3031982,303198,10004,1
3032122,303212,10004,1
3040342,304034,10004,1
3040872,304087,10004,1
3040992,304099,10004,1
3041272,304127,10004,1
3041382,304138,10004,1
3041512,304151,10004,1
3041522,304152,10004,1
3041792,304179,10004,1
3041902,304190,10004,1
3041912,304191,10004,1
3041962,304196,10004,1
3042382,304238,10004,1
3078482,307848,10004,1
3080592,308059,10004,1
3080742,308074,10004,1
2010301,201030,10005,1
2010311,201031,10005,1
2010871,201087,10005,1
2010981,201098,10005,1
2017051,201705,10005,1
2017971,201797,10005,1
2025101,202510,10005,1
2025211,202521,10005,1
2025861,202586,10005,1
2026061,202606,10005,1
2026201,202620,10005,1
2026411,202641,10005,1
2026541,202654,10005,1
2026871,202687,10005,1
2010012,201001,10005,1
2010132,201013,10005,1
2010322,201032,10005,1
2010442,201044,10005,1
2010472,201047,10005,1
2011032,201103,10005,1
2016862,201686,10005,1
2017212,201721,10005,1
2017312,201731,10005,1
2017742,201774,10005,1
2017902,201790,10005,1
2018082,201808,10005,1
3010381,301038,10005,1
3011461,301146,10005,1
3011531,301153,10005,1
3011771,301177,10005,1
3011801,301180,10005,1
3011871,301187,10005,1
3012431,301243,10005,1
3012621,301262,10005,1
3012791,301279,10005,1
3013431,301343,10005,1
3013621,301362,10005,1
3013731,301373,10005,1
3013741,301374,10005,1
3013791,301379,10005,1
3013861,301386,10005,1
3013981,301398,10005,1
3014081,301408,10005,1
3030131,303013,10005,1
3030271,303027,10005,1
3030701,303070,10005,1
3030811,303081,10005,1
3030901,303090,10005,1
3030911,303091,10005,1
3031411,303141,10005,1
3031771,303177,10005,1
3031821,303182,10005,1
3031911,303191,10005,1
3031951,303195,10005,1
3041051,304105,10005,1
3041481,304148,10005,1
3041681,304168,10005,1
3042141,304214,10005,1
3042421,304242,10005,1
3042471,304247,10005,1
3051321,305132,10005,1
3051691,305169,10005,1
3052041,305204,10005,1
3052471,305247,10005,1
3052631,305263,10005,1
3052781,305278,10005,1
3053041,305304,10005,1
3053251,305325,10005,1
3053421,305342,10005,1
3053561,305356,10005,1
3053931,305393,10005,1
3053971,305397,10005,1
3064811,306481,10005,1
3064831,306483,10005,1
3065121,306512,10005,1
3065261,306526,10005,1
3065331,306533,10005,1
3065511,306551,10005,1
3065641,306564,10005,1
3065661,306566,10005,1
3065881,306588,10005,1
3065971,306597,10005,1
3066201,306620,10005,1
3066241,306624,10005,1
3066321,306632,10005,1
3066341,306634,10005,1
3066411,306641,10005,1
3066431,306643,10005,1
3066801,306680,10005,1
3066821,306682,10005,1
3067151,306715,10005,1
3078191,307819,10005,1
3078731,307873,10005,1
3080571,308057,10005,1
3080681,308068,10005,1
3083111,308311,10005,1
3083221,308322,10005,1
3010152,301015,10005,1
3010192,301019,10005,1
3010502,301050,10005,1
3011212,301121,10005,1
3011592,301159,10005,1
3011752,301175,10005,1
3011812,301181,10005,1
3012132,301213,10005,1
3012362,301236,10005,1
3013032,301303,10005,1
3013422,301342,10005,1
3030732,303073,10005,1
3030782,303078,10005,1
3030952,303095,10005,1
3031212,303121,10005,1
3031312,303131,10005,1
3031432,303143,10005,1
3031542,303154,10005,1
3031562,303156,10005,1
3031772,303177,10005,1
3031832,303183,10005,1
3032032,303203,10005,1
3040122,304012,10005,1
3040172,304017,10005,1
3040582,304058,10005,1
3040682,304068,10005,1
3040862,304086,10005,1
3041052,304105,10005,1
3041322,304132,10005,1
3041342,304134,10005,1
3041412,304141,10005,1
3041652,304165,10005,1
3041722,304172,10005,1
3042102,304210,10005,1
3042232,304223,10005,1
3078512,307851,10005,1
3078782,307878,10005,1
3081812,308181,10005,1
2010281,201028,10006,1
2010741,201074,10006,1
2011021,201102,10006,1
2017111,201711,10006,1
2017341,201734,10006,1
2017911,201791,10006,1
2026171,202617,10006,1
2026211,202621,10006,1
2026341,202634,10006,1
2026361,202636,10006,1
2026371,202637,10006,1
2026591,202659,10006,1
2026691,202669,10006,1
2026941,202694,10006,1
2010052,201005,10006,1
2010822,201082,10006,1
2011022,201102,10006,1
2016942,201694,10006,1
2017422,201742,10006,1
2017682,201768,10006,1
2017832,201783,10006,1
3010191,301019,10006,1
3010411,301041,10006,1
3010471,301047,10006,1
3010551,301055,10006,1
3010811,301081,10006,1
3010941,301094,10006,1
3011191,301119,10006,1
3011211,301121,10006,1
3011421,301142,10006,1
3011691,301169,10006,1
3011731,301173,10006,1
3012331,301233,10006,1
3012751,301275,10006,1
3013821,301382,10006,1
3030091,303009,10006,1
3030611,303061,10006,1
3030621,303062,10006,1
3030801,303080,10006,1
3030861,303086,10006,1
3031141,303114,10006,1
3031321,303132,10006,1
3031661,303166,10006,1
3031691,303169,10006,1
3031851,303185,10006,1
3031861,303186,10006,1
3040181,304018,10006,1
3040201,304020,10006,1
3040451,304045,10006,1
3041931,304193,10006,1
3042061,304206,10006,1
3051981,305198,10006,1
3052011,305201,10006,1
3052211,305221,10006,1
3052221,305222,10006,1
3052361,305236,10006,1
3052381,305238,10006,1
3052841,305284,10006,1
3052931,305293,10006,1
3053121,305312,10006,1
3053401,305340,10006,1
3064911,306491,10006,1
3065211,306521,10006,1
3065691,306569,10006,1
3065731,306573,10006,1
3065871,306587,10006,1
3066131,306613,10006,1
3067671,306767,10006,1
3067681,306768,10006,1
3067911,306791,10006,1
3078481,307848,10006,1
3078551,307855,10006,1
3078641,307864,10006,1
3078741,307874,10006,1
3078771,307877,10006,1
3081701,308170,10006,1
3084611,308461,10006,1
3010242,301024,10006,1
3010492,301049,10006,1
3011092,301109,10006,1
3011132,301113,10006,1
3011312,301131,10006,1
3011422,301142,10006,1
3011622,301162,10006,1
3012172,301217,10006,1
3012182,301218,10006,1
3012612,301261,10006,1
3012632,301263,10006,1
3012942,301294,10006,1
3013122,301312,10006,1
3030082,303008,10006,1
3031582,303158,10006,1
3031632,303163,10006,1
3031732,303173,10006,1
3031802,303180,10006,1
3032062,303206,10006,1
3040052,304005,10006,1
3040302,304030,10006,1
3040542,304054,10006,1
3040552,304055,10006,1
3040562,304056,10006,1
3041232,304123,10006,1
3041562,304156,10006,1
3041732,304173,10006,1
3041772,304177,10006,1
3041822,304182,10006,1
3042152,304215,10006,1
3042392,304239,10006,1
3078162,307816,10006,1
3078282,307828,10006,1
3078462,307846,10006,1
3078632,307863,10006,1
3078852,307885,10006,1
3080722,308072,10006,1
3081762,308176,10006,1
2010041,201004,10007,1
2010181,201018,10007,1
2010441,201044,10007,1
2010531,201053,10007,1
2010601,201060,10007,1
2010621,201062,10007,1
2017261,201726,10007,1
2017401,201740,10007,1
2017581,201758,10007,1
2018001,201800,10007,1
2025291,202529,10007,1
2025531,202553,10007,1
2025641,202564,10007,1
2025721,202572,10007,1
2025901,202590,10007,1
2026091,202609,10007,1
2026311,202631,10007,1
2026681,202668,10007,1
2026891,202689,10007,1
2010022,201002,10007,1
2010452,201045,10007,1
2010602,201060,10007,1
2016962,201696,10007,1
2016972,201697,10007,1
2017292,201729,10007,1
2017332,201733,10007,1
2017552,201755,10007,1
2017772,201777,10007,1
3010141,301014,10007,1
3010161,301016,10007,1
3010281,301028,10007,1
3011041,301104,10007,1
3011231,301123,10007,1
3011341,301134,10007,1
3011821,301182,10007,1
3012551,301255,10007,1
3012611,301261,10007,1
3012801,301280,10007,1
3012891,301289,10007,1
3013081,301308,10007,1
3013591,301359,10007,1
3014071,301407,10007,1
3030431,303043,10007,1
3030531,303053,10007,1
3030581,303058,10007,1
3030661,303066,10007,1
3030851,303085,10007,1
3030951,303095,10007,1
3031161,303116,10007,1
3031231,303123,10007,1
3031251,303125,10007,1
3031471,303147,10007,1
3031841,303184,10007,1
3032141,303214,10007,1
3040061,304006,10007,1
3040151,304015,10007,1
3040301,304030,10007,1
3040711,304071,10007,1
3040741,304074,10007,1
3040781,304078,10007,1
3040911,304091,10007,1
3041071,304107,10007,1
3041291,304129,10007,1
3041471,304147,10007,1
3041541,304154,10007,1
3041871,304187,10007,1
3042401,304240,10007,1
3051331,305133,10007,1
3051461,305146,10007,1
3051661,305166,10007,1
3051671,305167,10007,1
3051721,305172,10007,1
3051781,305178,10007,1
3051851,305185,10007,1
3051991,305199,10007,1
3052751,305275,10007,1
3052911,305291,10007,1
3053091,305309,10007,1
3053181,305318,10007,1
3053921,305392,10007,1
3053981,305398,10007,1
3065021,306502,10007,1
3065501,306550,10007,1
3065781,306578,10007,1
3066511,306651,10007,1
3066521,306652,10007,1
3067451,306745,10007,1
3067571,306757,10007,1
3067841,306784,10007,1
3067931,306793,10007,1
3078241,307824,10007,1
3078361,307836,10007,1
3078661,307866,10007,1
3078701,307870,10007,1
3080541,308054,10007,1
3080551,308055,10007,1
3080661,308066,10007,1
3080771,308077,10007,1
3081651,308165,10007,1
3081861,308186,10007,1
3082911,308291,10007,1
3010102,301010,10007,1
3010482,301048,10007,1
3010782,301078,10007,1
3011262,301126,10007,1
3011342,301134,10007,1
3012222,301222,10007,1
3012302,301230,10007,1
3012432,301243,10007,1
3012552,301255,10007,1
3012702,301270,10007,1
3012932,301293,10007,1
3013452,301345,10007,1
3013902,301390,10007,1
3030282,303028,10007,1
3030322,303032,10007,1
3030752,303075,10007,1
3031362,303136,10007,1
3031552,303155,10007,1
3031622,303162,10007,1
3032112,303211,10007,1
3040232,304023,10007,1
3040592,304059,10007,1
3040612,304061,10007,1
3041132,304113,10007,1
3041162,304116,10007,1
3041242,304124,10007,1
3041462,304146,10007,1
3041692,304169,10007,1
3042262,304226,10007,1
3042302,304230,10007,1
3078502,307850,10007,1
3078542,307854,10007,1
2010161,201016,10008,1
2010481,201048,10008,1
2010731,201073,10008,1
2010791,201079,10008,1
2010941,201094,10008,1
2016851,201685,10008,1
2016861,201686,10008,1
2017101,201710,10008,1
2017381,201738,10008,1
2017511,201751,10008,1
2017931,201793,10008,1
2025111,202511,10008,1
2025121,202512,10008,1
2025691,202569,10008,1
2025831,202583,10008,1
2025851,202585,10008,1
2026581,202658,10008,1
2026851,202685,10008,1
2010042,201004,10008,1
2010092,201009,10008,1
2010582,201058,10008,1
2010652,201065,10008,1
2010672,201067,10008,1
2016822,201682,10008,1
2016912,201691,10008,1
2017402,201740,10008,1
3010261,301026,10008,1
3010331,301033,10008,1
3011011,301101,10008,1
3011221,301122,10008,1
3011391,301139,10008,1
3011451,301145,10008,1
3012201,301220,10008,1
3012361,301236,10008,1
3012501,301250,10008,1
3012641,301264,10008,1
3012671,301267,10008,1
3012761,301276,10008,1
3013101,301310,10008,1
3013341,301334,10008,1
3013451,301345,10008,1
3013461,301346,10008,1
3013891,301389,10008,1
3014131,301413,10008,1
3030211,303021,10008,1
3030391,303039,10008,1
3030491,303049,10008,1
3031291,303129,10008,1
3031521,303152,10008,1
3031781,303178,10008,1
3031961,303196,10008,1
3032011,303201,10008,1
3040471,304047,10008,1
3040501,304050,10008,1
3041031,304103,10008,1
3041181,304118,10008,1
3041451,304145,10008,1
3041701,304170,10008,1
3041821,304182,10008,1
3042041,304204,10008,1
3042121,304212,10008,1
3051381,305138,10008,1
3052241,305224,10008,1
3052261,305226,10008,1
3052581,305258,10008,1
3052921,305292,10008,1
3053051,305305,10008,1
3053271,305327,10008,1
3053431,305343,10008,1
3053671,305367,10008,1
3054031,305403,10008,1
3065041,306504,10008,1
3065581,306558,10008,1
3068051,306805,10008,1
3068061,306806,10008,1
3068191,306819,10008,1
3078151,307815,10008,1
3078181,307818,10008,1
3078841,307884,10008,1
3081631,308163,10008,1
3083081,308308,10008,1
3084221,308422,10008,1
3084241,308424,10008,1
3084331,308433,10008,1
3084411,308441,10008,1
3084481,308448,10008,1
3084511,308451,10008,1
3010572,301057,10008,1
3010852,301085,10008,1
3011252,301125,10008,1
3011802,301180,10008,1
3012142,301214,10008,1
3012512,301251,10008,1
3012822,301282,10008,1
3013062,301306,10008,1
3013342,301334,10008,1
3013402,301340,10008,1
3013532,301353,10008,1
3013602,301360,10008,1
3013662,301366,10008,1
3014032,301403,10008,1
3030092,303009,10008,1
3030102,303010,10008,1
3030352,303035,10008,1
3030622,303062,10008,1
3030652,303065,10008,1
3030772,303077,10008,1
3040452,304045,10008,1
3040502,304050,10008,1
3040642,304064,10008,1
3041642,304164,10008,1
3041842,304184,10008,1
3042202,304220,10008,1
3042252,304225,10008,1
3078232,307823,10008,1
3078242,307824,10008,1
3078372,307837,10008,1
3078382,307838,10008,1
3078532,307853,10008,1
3080772,308077,10008,1
3081702,308170,10008,1
2010221,201022,10009,1
2010501,201050,10009,1
2010811,201081,10009,1
2010961,201096,10009,1
2016891,201689,10009,1
2017181,201718,10009,1
2017251,201725,10009,1
2017591,201759,10009,1
2017601,201760,10009,1
2017781,201778,10009,1
2017851,201785,10009,1
2017991,201799,10009,1
2025091,202509,10009,1
2025141,202514,10009,1
2025311,202531,10009,1
2025791,202579,10009,1
2026461,202646,10009,1
2026511,202651,10009,1
2026561,202656,10009,1
2026611,202661,10009,1
2026921,202692,10009,1
2027011,202701,10009,1
2027061,202706,10009,1
2010212,201021,10009,1
2010752,201075,10009,1
2010972,201097,10009,1
